trip_id,template_trip_id,source_trip_number,train_id,service_date,departure_time,arrival_time,origin,destination,distance_km,requires_cleaning_after
TRIP-000381,TURNOVER-031,706,EVS360-034,2032-01-10,2032-01-10T12:00,2032-01-10T14:10,Moscow,Saint Petersburg,679,false
TRIP-000382,TURNOVER-032,714,EVS360-035,2032-01-10,2032-01-10T12:30,2032-01-10T14:50,Moscow,Saint Petersburg,679,false
TRIP-000383,TURNOVER-033,723,EVS360-017,2032-01-10,2032-01-10T12:30,2032-01-10T14:50,Saint Petersburg,Moscow,679,false
TRIP-000384,TURNOVER-034,748,EVS360-036,2032-01-10,2032-01-10T13:00,2032-01-10T15:20,Moscow,Saint Petersburg,679,false
TRIP-000385,TURNOVER-035,755,EVS360-018,2032-01-10,2032-01-10T13:00,2032-01-10T15:20,Saint Petersburg,Moscow,679,false
TRIP-000386,TURNOVER-036,784,EVS360-037,2032-01-10,2032-01-10T13:30,2032-01-10T15:50,Moscow,Saint Petersburg,679,false
TRIP-000387,TURNOVER-037,763,EVS360-019,2032-01-10,2032-01-10T14:00,2032-01-10T16:10,Saint Petersburg,Moscow,679,false
TRIP-000388,TURNOVER-038,766,EVS360-038,2032-01-10,2032-01-10T14:00,2032-01-10T16:10,Moscow,Saint Petersburg,679,false
TRIP-000389,TURNOVER-039,769,EVS360-020,2032-01-10,2032-01-10T14:30,2032-01-10T16:50,Saint Petersburg,Moscow,679,false
TRIP-000390,TURNOVER-040,776,EVS360-039,2032-01-10,2032-01-10T14:30,2032-01-10T16:50,Moscow,Saint Petersburg,679,false
TRIP-000391,TURNOVER-041,743,EVS360-021,2032-01-10,2032-01-10T15:00,2032-01-10T17:20,Saint Petersburg,Moscow,679,false
TRIP-000392,TURNOVER-042,752,EVS360-001,2032-01-10,2032-01-10T15:00,2032-01-10T17:20,Moscow,Saint Petersburg,679,false
TRIP-000393,TURNOVER-043,747,EVS360-022,2032-01-10,2032-01-10T16:00,2032-01-10T18:10,Saint Petersburg,Moscow,679,false
TRIP-000394,TURNOVER-044,756,EVS360-002,2032-01-10,2032-01-10T16:00,2032-01-10T18:10,Moscow,Saint Petersburg,679,false
TRIP-000395,TURNOVER-045,772,EVS360-003,2032-01-10,2032-01-10T16:30,2032-01-10T18:50,Moscow,Saint Petersburg,679,false
TRIP-000396,TURNOVER-046,775,EVS360-023,2032-01-10,2032-01-10T16:30,2032-01-10T18:50,Saint Petersburg,Moscow,679,false
TRIP-000397,TURNOVER-047,767,EVS360-024,2032-01-10,2032-01-10T17:00,2032-01-10T19:20,Saint Petersburg,Moscow,679,false
TRIP-000398,TURNOVER-048,764,EVS360-004,2032-01-10,2032-01-10T17:30,2032-01-10T19:50,Moscow,Saint Petersburg,679,false
TRIP-000399,TURNOVER-049,777,EVS360-025,2032-01-10,2032-01-10T17:30,2032-01-10T19:50,Saint Petersburg,Moscow,679,false
TRIP-000400,TURNOVER-050,708,EVS360-005,2032-01-10,2032-01-10T18:00,2032-01-10T20:10,Moscow,Saint Petersburg,679,false
TRIP-000401,TURNOVER-051,729,EVS360-026,2032-01-10,2032-01-10T18:00,2032-01-10T20:10,Saint Petersburg,Moscow,679,false
TRIP-000402,TURNOVER-052,720,EVS360-006,2032-01-10,2032-01-10T18:15,2032-01-10T20:35,Moscow,Saint Petersburg,679,false
TRIP-000403,TURNOVER-053,781,EVS360-027,2032-01-10,2032-01-10T18:15,2032-01-10T20:35,Saint Petersburg,Moscow,679,false
TRIP-000404,TURNOVER-054,711,EVS360-028,2032-01-10,2032-01-10T18:30,2032-01-10T20:50,Saint Petersburg,Moscow,679,false
TRIP-000405,TURNOVER-055,724,EVS360-007,2032-01-10,2032-01-10T18:30,2032-01-10T20:50,Moscow,Saint Petersburg,679,false
TRIP-000406,TURNOVER-056,733,EVS360-029,2032-01-10,2032-01-10T19:00,2032-01-10T21:20,Saint Petersburg,Moscow,679,false
TRIP-000407,TURNOVER-057,740,EVS360-008,2032-01-10,2032-01-10T19:00,2032-01-10T21:20,Moscow,Saint Petersburg,679,false
TRIP-000408,TURNOVER-058,779,EVS360-030,2032-01-10,2032-01-10T19:30,2032-01-10T21:50,Saint Petersburg,Moscow,679,false
TRIP-000409,TURNOVER-059,782,EVS360-009,2032-01-10,2032-01-10T19:30,2032-01-10T21:50,Moscow,Saint Petersburg,679,false
TRIP-000410,TURNOVER-060,759,EVS360-031,2032-01-10,2032-01-10T20:00,2032-01-10T22:10,Saint Petersburg,Moscow,679,false
TRIP-000411,TURNOVER-061,768,EVS360-010,2032-01-10,2032-01-10T20:00,2032-01-10T22:10,Moscow,Saint Petersburg,679,false
TRIP-000412,TURNOVER-062,744,EVS360-011,2032-01-10,2032-01-10T20:15,2032-01-10T22:35,Moscow,Saint Petersburg,679,false
TRIP-000413,TURNOVER-063,710,EVS360-012,2032-01-10,2032-01-10T20:30,2032-01-10T22:50,Moscow,Saint Petersburg,679,false
TRIP-000414,TURNOVER-064,751,EVS360-032,2032-01-10,2032-01-10T20:30,2032-01-10T22:50,Saint Petersburg,Moscow,679,false
TRIP-000415,TURNOVER-065,730,EVS360-013,2032-01-10,2032-01-10T21:00,2032-01-10T23:20,Moscow,Saint Petersburg,679,false
TRIP-000416,TURNOVER-066,771,EVS360-033,2032-01-10,2032-01-10T21:00,2032-01-10T23:20,Saint Petersburg,Moscow,679,false
TRIP-000417,TURNOVER-067,716,EVS360-014,2032-01-10,2032-01-10T21:30,2032-01-10T23:50,Moscow,Saint Petersburg,679,false
TRIP-000418,TURNOVER-068,725,EVS360-034,2032-01-10,2032-01-10T21:30,2032-01-10T23:50,Saint Petersburg,Moscow,679,false
TRIP-000419,TURNOVER-069,736,EVS360-015,2032-01-10,2032-01-10T22:00,2032-01-11T00:10,Moscow,Saint Petersburg,679,false
TRIP-000420,TURNOVER-070,739,EVS360-035,2032-01-10,2032-01-10T22:00,2032-01-11T00:10,Saint Petersburg,Moscow,679,false
TRIP-000421,TURNOVER-001,701,EVS360-036,2032-01-11,2032-01-11T06:00,2032-01-11T08:10,Saint Petersburg,Moscow,679,false
TRIP-000422,TURNOVER-002,702,EVS360-016,2032-01-11,2032-01-11T06:00,2032-01-11T08:10,Moscow,Saint Petersburg,679,false
TRIP-000423,TURNOVER-003,715,EVS360-037,2032-01-11,2032-01-11T06:15,2032-01-11T08:35,Saint Petersburg,Moscow,679,false
TRIP-000424,TURNOVER-004,726,EVS360-017,2032-01-11,2032-01-11T06:15,2032-01-11T08:35,Moscow,Saint Petersburg,679,false
TRIP-000425,TURNOVER-005,712,EVS360-018,2032-01-11,2032-01-11T06:30,2032-01-11T08:50,Moscow,Saint Petersburg,679,false
TRIP-000426,TURNOVER-006,721,EVS360-038,2032-01-11,2032-01-11T06:30,2032-01-11T08:50,Saint Petersburg,Moscow,679,false
TRIP-000427,TURNOVER-007,746,EVS360-019,2032-01-11,2032-01-11T07:00,2032-01-11T09:20,Moscow,Saint Petersburg,679,false
TRIP-000428,TURNOVER-008,753,EVS360-039,2032-01-11,2032-01-11T07:00,2032-01-11T09:20,Saint Petersburg,Moscow,679,false
TRIP-000429,TURNOVER-009,741,EVS360-001,2032-01-11,2032-01-11T07:15,2032-01-11T09:35,Saint Petersburg,Moscow,679,true
TRIP-000430,TURNOVER-010,735,EVS360-002,2032-01-11,2032-01-11T07:30,2032-01-11T09:50,Saint Petersburg,Moscow,679,true
TRIP-000431,TURNOVER-011,750,EVS360-020,2032-01-11,2032-01-11T07:30,2032-01-11T09:50,Moscow,Saint Petersburg,679,false
TRIP-000432,TURNOVER-012,758,EVS360-021,2032-01-11,2032-01-11T08:00,2032-01-11T10:10,Moscow,Saint Petersburg,679,true
TRIP-000433,TURNOVER-013,761,EVS360-003,2032-01-11,2032-01-11T08:00,2032-01-11T10:10,Saint Petersburg,Moscow,679,true
TRIP-000434,TURNOVER-014,773,EVS360-004,2032-01-11,2032-01-11T08:30,2032-01-11T10:50,Saint Petersburg,Moscow,679,true
TRIP-000435,TURNOVER-015,774,EVS360-022,2032-01-11,2032-01-11T08:30,2032-01-11T10:50,Moscow,Saint Petersburg,679,true
TRIP-000436,TURNOVER-016,703,EVS360-005,2032-01-11,2032-01-11T09:00,2032-01-11T11:20,Saint Petersburg,Moscow,679,true
TRIP-000437,TURNOVER-017,704,EVS360-023,2032-01-11,2032-01-11T09:00,2032-01-11T11:20,Moscow,Saint Petersburg,679,true
TRIP-000438,TURNOVER-018,722,EVS360-024,2032-01-11,2032-01-11T09:30,2032-01-11T11:50,Moscow,Saint Petersburg,679,true
TRIP-000439,TURNOVER-019,727,EVS360-006,2032-01-11,2032-01-11T09:30,2032-01-11T11:50,Saint Petersburg,Moscow,679,true
TRIP-000440,TURNOVER-020,745,EVS360-007,2032-01-11,2032-01-11T10:00,2032-01-11T12:10,Saint Petersburg,Moscow,679,true
TRIP-000441,TURNOVER-021,754,EVS360-025,2032-01-11,2032-01-11T10:00,2032-01-11T12:10,Moscow,Saint Petersburg,679,true
TRIP-000442,TURNOVER-022,713,EVS360-008,2032-01-11,2032-01-11T10:15,2032-01-11T12:35,Saint Petersburg,Moscow,679,true
TRIP-000443,TURNOVER-023,742,EVS360-026,2032-01-11,2032-01-11T10:15,2032-01-11T12:35,Moscow,Saint Petersburg,679,true
TRIP-000444,TURNOVER-024,718,EVS360-027,2032-01-11,2032-01-11T10:30,2032-01-11T12:50,Moscow,Saint Petersburg,679,true
TRIP-000445,TURNOVER-025,749,EVS360-009,2032-01-11,2032-01-11T10:30,2032-01-11T12:50,Saint Petersburg,Moscow,679,true
TRIP-000446,TURNOVER-026,757,EVS360-010,2032-01-11,2032-01-11T11:00,2032-01-11T13:20,Saint Petersburg,Moscow,679,true
TRIP-000447,TURNOVER-027,762,EVS360-028,2032-01-11,2032-01-11T11:00,2032-01-11T13:20,Moscow,Saint Petersburg,679,true
TRIP-000448,TURNOVER-028,707,EVS360-011,2032-01-11,2032-01-11T11:30,2032-01-11T13:50,Saint Petersburg,Moscow,679,true
TRIP-000449,TURNOVER-029,778,EVS360-029,2032-01-11,2032-01-11T11:30,2032-01-11T13:50,Moscow,Saint Petersburg,679,true
TRIP-000450,TURNOVER-030,705,EVS360-012,2032-01-11,2032-01-11T12:00,2032-01-11T14:10,Saint Petersburg,Moscow,679,true
TRIP-000451,TURNOVER-031,706,EVS360-030,2032-01-11,2032-01-11T12:00,2032-01-11T14:10,Moscow,Saint Petersburg,679,true
TRIP-000452,TURNOVER-032,714,EVS360-031,2032-01-11,2032-01-11T12:30,2032-01-11T14:50,Moscow,Saint Petersburg,679,true
TRIP-000453,TURNOVER-033,723,EVS360-013,2032-01-11,2032-01-11T12:30,2032-01-11T14:50,Saint Petersburg,Moscow,679,true
TRIP-000454,TURNOVER-034,748,EVS360-032,2032-01-11,2032-01-11T13:00,2032-01-11T15:20,Moscow,Saint Petersburg,679,true
TRIP-000455,TURNOVER-035,755,EVS360-014,2032-01-11,2032-01-11T13:00,2032-01-11T15:20,Saint Petersburg,Moscow,679,true
TRIP-000456,TURNOVER-036,784,EVS360-033,2032-01-11,2032-01-11T13:30,2032-01-11T15:50,Moscow,Saint Petersburg,679,true
TRIP-000457,TURNOVER-037,763,EVS360-015,2032-01-11,2032-01-11T14:00,2032-01-11T16:10,Saint Petersburg,Moscow,679,true
TRIP-000458,TURNOVER-038,766,EVS360-034,2032-01-11,2032-01-11T14:00,2032-01-11T16:10,Moscow,Saint Petersburg,679,true
TRIP-000459,TURNOVER-039,769,EVS360-016,2032-01-11,2032-01-11T14:30,2032-01-11T16:50,Saint Petersburg,Moscow,679,true
TRIP-000460,TURNOVER-040,776,EVS360-035,2032-01-11,2032-01-11T14:30,2032-01-11T16:50,Moscow,Saint Petersburg,679,true
TRIP-000461,TURNOVER-041,743,EVS360-017,2032-01-11,2032-01-11T15:00,2032-01-11T17:20,Saint Petersburg,Moscow,679,true
TRIP-000462,TURNOVER-042,752,EVS360-036,2032-01-11,2032-01-11T15:00,2032-01-11T17:20,Moscow,Saint Petersburg,679,true
TRIP-000463,TURNOVER-043,747,EVS360-018,2032-01-11,2032-01-11T16:00,2032-01-11T18:10,Saint Petersburg,Moscow,679,true
TRIP-000464,TURNOVER-044,756,EVS360-037,2032-01-11,2032-01-11T16:00,2032-01-11T18:10,Moscow,Saint Petersburg,679,true
TRIP-000465,TURNOVER-045,772,EVS360-038,2032-01-11,2032-01-11T16:30,2032-01-11T18:50,Moscow,Saint Petersburg,679,true
TRIP-000466,TURNOVER-046,775,EVS360-019,2032-01-11,2032-01-11T16:30,2032-01-11T18:50,Saint Petersburg,Moscow,679,true
TRIP-000467,TURNOVER-047,767,EVS360-020,2032-01-11,2032-01-11T17:00,2032-01-11T19:20,Saint Petersburg,Moscow,679,true
TRIP-000468,TURNOVER-048,764,EVS360-039,2032-01-11,2032-01-11T17:30,2032-01-11T19:50,Moscow,Saint Petersburg,679,true
TRIP-000469,TURNOVER-049,777,EVS360-021,2032-01-11,2032-01-11T17:30,2032-01-11T19:50,Saint Petersburg,Moscow,679,false
TRIP-000470,TURNOVER-050,708,EVS360-001,2032-01-11,2032-01-11T18:00,2032-01-11T20:10,Moscow,Saint Petersburg,679,false
TRIP-000471,TURNOVER-051,729,EVS360-022,2032-01-11,2032-01-11T18:00,2032-01-11T20:10,Saint Petersburg,Moscow,679,false
TRIP-000472,TURNOVER-052,720,EVS360-002,2032-01-11,2032-01-11T18:15,2032-01-11T20:35,Moscow,Saint Petersburg,679,false
TRIP-000473,TURNOVER-053,781,EVS360-023,2032-01-11,2032-01-11T18:15,2032-01-11T20:35,Saint Petersburg,Moscow,679,false
TRIP-000474,TURNOVER-054,711,EVS360-024,2032-01-11,2032-01-11T18:30,2032-01-11T20:50,Saint Petersburg,Moscow,679,false
TRIP-000475,TURNOVER-055,724,EVS360-003,2032-01-11,2032-01-11T18:30,2032-01-11T20:50,Moscow,Saint Petersburg,679,false
TRIP-000476,TURNOVER-056,733,EVS360-025,2032-01-11,2032-01-11T19:00,2032-01-11T21:20,Saint Petersburg,Moscow,679,false
TRIP-000477,TURNOVER-057,740,EVS360-004,2032-01-11,2032-01-11T19:00,2032-01-11T21:20,Moscow,Saint Petersburg,679,false
TRIP-000478,TURNOVER-058,779,EVS360-026,2032-01-11,2032-01-11T19:30,2032-01-11T21:50,Saint Petersburg,Moscow,679,false
TRIP-000479,TURNOVER-059,782,EVS360-005,2032-01-11,2032-01-11T19:30,2032-01-11T21:50,Moscow,Saint Petersburg,679,false
TRIP-000480,TURNOVER-060,759,EVS360-027,2032-01-11,2032-01-11T20:00,2032-01-11T22:10,Saint Petersburg,Moscow,679,false
TRIP-000481,TURNOVER-061,768,EVS360-006,2032-01-11,2032-01-11T20:00,2032-01-11T22:10,Moscow,Saint Petersburg,679,false
TRIP-000482,TURNOVER-062,744,EVS360-007,2032-01-11,2032-01-11T20:15,2032-01-11T22:35,Moscow,Saint Petersburg,679,false
TRIP-000483,TURNOVER-063,710,EVS360-008,2032-01-11,2032-01-11T20:30,2032-01-11T22:50,Moscow,Saint Petersburg,679,false
TRIP-000484,TURNOVER-064,751,EVS360-028,2032-01-11,2032-01-11T20:30,2032-01-11T22:50,Saint Petersburg,Moscow,679,false
TRIP-000485,TURNOVER-065,730,EVS360-009,2032-01-11,2032-01-11T21:00,2032-01-11T23:20,Moscow,Saint Petersburg,679,false
TRIP-000486,TURNOVER-066,771,EVS360-029,2032-01-11,2032-01-11T21:00,2032-01-11T23:20,Saint Petersburg,Moscow,679,false
TRIP-000487,TURNOVER-067,716,EVS360-010,2032-01-11,2032-01-11T21:30,2032-01-11T23:50,Moscow,Saint Petersburg,679,false
TRIP-000488,TURNOVER-068,725,EVS360-030,2032-01-11,2032-01-11T21:30,2032-01-11T23:50,Saint Petersburg,Moscow,679,false
TRIP-000489,TURNOVER-069,736,EVS360-011,2032-01-11,2032-01-11T22:00,2032-01-12T00:10,Moscow,Saint Petersburg,679,false
TRIP-000490,TURNOVER-070,739,EVS360-031,2032-01-11,2032-01-11T22:00,2032-01-12T00:10,Saint Petersburg,Moscow,679,false
