trip_id,train_id,service_date,departure_time,arrival_time,origin,destination,distance_km,mileage_before_km,mileage_after_km
TRIP-000410,EVS360-031,2032-01-10,2032-01-10T20:00,2032-01-10T22:10,Saint Petersburg,Moscow,679,1552386,1553065
TRIP-000411,EVS360-010,2032-01-10,2032-01-10T20:00,2032-01-10T22:10,Moscow,Saint Petersburg,679,3225142,3225821
TRIP-000412,EVS360-011,2032-01-10,2032-01-10T20:15,2032-01-10T22:35,Moscow,Saint Petersburg,679,2905996,2906675
TRIP-000413,EVS360-012,2032-01-10,2032-01-10T20:30,2032-01-10T22:50,Moscow,Saint Petersburg,679,3083257,3083936
TRIP-000414,EVS360-032,2032-01-10,2032-01-10T20:30,2032-01-10T22:50,Saint Petersburg,Moscow,679,1395344,1396023
TRIP-000415,EVS360-013,2032-01-10,2032-01-10T21:00,2032-01-10T23:20,Moscow,Saint Petersburg,679,2970212,2970891
TRIP-000416,EVS360-033,2032-01-10,2032-01-10T21:00,2032-01-10T23:20,Saint Petersburg,Moscow,679,1467827,1468506
TRIP-000417,EVS360-014,2032-01-10,2032-01-10T21:30,2032-01-10T23:50,Moscow,Saint Petersburg,679,2752874,2753553
TRIP-000418,EVS360-034,2032-01-10,2032-01-10T21:30,2032-01-10T23:50,Saint Petersburg,Moscow,679,1311260,1311939
TRIP-000419,EVS360-015,2032-01-10,2032-01-10T22:00,2032-01-11T00:10,Moscow,Saint Petersburg,679,2731395,2732074
TRIP-000420,EVS360-035,2032-01-10,2032-01-10T22:00,2032-01-11T00:10,Saint Petersburg,Moscow,679,1158742,1159421
TRIP-000421,EVS360-036,2032-01-11,2032-01-11T06:00,2032-01-11T08:10,Saint Petersburg,Moscow,679,1170969,1171648
TRIP-000422,EVS360-016,2032-01-11,2032-01-11T06:00,2032-01-11T08:10,Moscow,Saint Petersburg,679,2715067,2715746
TRIP-000423,EVS360-037,2032-01-11,2032-01-11T06:15,2032-01-11T08:35,Saint Petersburg,Moscow,679,1042669,1043348
TRIP-000424,EVS360-017,2032-01-11,2032-01-11T06:15,2032-01-11T08:35,Moscow,Saint Petersburg,679,2443536,2444215
TRIP-000425,EVS360-018,2032-01-11,2032-01-11T06:30,2032-01-11T08:50,Moscow,Saint Petersburg,679,2514360,2515039
TRIP-000426,EVS360-038,2032-01-11,2032-01-11T06:30,2032-01-11T08:50,Saint Petersburg,Moscow,679,1060659,1061338
TRIP-000427,EVS360-019,2032-01-11,2032-01-11T07:00,2032-01-11T09:20,Moscow,Saint Petersburg,679,2536879,2537558
TRIP-000428,EVS360-039,2032-01-11,2032-01-11T07:00,2032-01-11T09:20,Saint Petersburg,Moscow,679,975605,976284
TRIP-000429,EVS360-001,2032-01-11,2032-01-11T07:15,2032-01-11T09:35,Saint Petersburg,Moscow,679,3551998,3552677
TRIP-000430,EVS360-002,2032-01-11,2032-01-11T07:30,2032-01-11T09:50,Saint Petersburg,Moscow,679,3567498,3568177
TRIP-000431,EVS360-020,2032-01-11,2032-01-11T07:30,2032-01-11T09:50,Moscow,Saint Petersburg,679,2255088,2255767
TRIP-000432,EVS360-021,2032-01-11,2032-01-11T08:00,2032-01-11T10:10,Moscow,Saint Petersburg,679,2379276,2379955
TRIP-000433,EVS360-003,2032-01-11,2032-01-11T08:00,2032-01-11T10:10,Saint Petersburg,Moscow,679,3384989,3385668
TRIP-000434,EVS360-004,2032-01-11,2032-01-11T08:30,2032-01-11T10:50,Saint Petersburg,Moscow,679,3263966,3264645
TRIP-000435,EVS360-022,2032-01-11,2032-01-11T08:30,2032-01-11T10:50,Moscow,Saint Petersburg,679,2258031,2258710
TRIP-000436,EVS360-005,2032-01-11,2032-01-11T09:00,2032-01-11T11:20,Saint Petersburg,Moscow,679,3122490,3123169
TRIP-000437,EVS360-023,2032-01-11,2032-01-11T09:00,2032-01-11T11:20,Moscow,Saint Petersburg,679,2232897,2233576
TRIP-000438,EVS360-024,2032-01-11,2032-01-11T09:30,2032-01-11T11:50,Moscow,Saint Petersburg,679,1989244,1989923
TRIP-000439,EVS360-006,2032-01-11,2032-01-11T09:30,2032-01-11T11:50,Saint Petersburg,Moscow,679,3481294,3481973
TRIP-000440,EVS360-007,2032-01-11,2032-01-11T10:00,2032-01-11T12:10,Saint Petersburg,Moscow,679,3303412,3304091
TRIP-000441,EVS360-025,2032-01-11,2032-01-11T10:00,2032-01-11T12:10,Moscow,Saint Petersburg,679,1838878,1839557
TRIP-000442,EVS360-008,2032-01-11,2032-01-11T10:15,2032-01-11T12:35,Saint Petersburg,Moscow,679,3377237,3377916
TRIP-000443,EVS360-026,2032-01-11,2032-01-11T10:15,2032-01-11T12:35,Moscow,Saint Petersburg,679,1983045,1983724
TRIP-000444,EVS360-027,2032-01-11,2032-01-11T10:30,2032-01-11T12:50,Moscow,Saint Petersburg,679,1904291,1904970
TRIP-000445,EVS360-009,2032-01-11,2032-01-11T10:30,2032-01-11T12:50,Saint Petersburg,Moscow,679,3104707,3105386
TRIP-000446,EVS360-010,2032-01-11,2032-01-11T11:00,2032-01-11T13:20,Saint Petersburg,Moscow,679,3225821,3226500
TRIP-000447,EVS360-028,2032-01-11,2032-01-11T11:00,2032-01-11T13:20,Moscow,Saint Petersburg,679,1724522,1725201
TRIP-000448,EVS360-011,2032-01-11,2032-01-11T11:30,2032-01-11T13:50,Saint Petersburg,Moscow,679,2906675,2907354
TRIP-000449,EVS360-029,2032-01-11,2032-01-11T11:30,2032-01-11T13:50,Moscow,Saint Petersburg,679,1562611,1563290
TRIP-000450,EVS360-012,2032-01-11,2032-01-11T12:00,2032-01-11T14:10,Saint Petersburg,Moscow,679,3083936,3084615
TRIP-000451,EVS360-030,2032-01-11,2032-01-11T12:00,2032-01-11T14:10,Moscow,Saint Petersburg,679,1517438,1518117
TRIP-000452,EVS360-031,2032-01-11,2032-01-11T12:30,2032-01-11T14:50,Moscow,Saint Petersburg,679,1553065,1553744
TRIP-000453,EVS360-013,2032-01-11,2032-01-11T12:30,2032-01-11T14:50,Saint Petersburg,Moscow,679,2970891,2971570
TRIP-000454,EVS360-032,2032-01-11,2032-01-11T13:00,2032-01-11T15:20,Moscow,Saint Petersburg,679,1396023,1396702
TRIP-000455,EVS360-014,2032-01-11,2032-01-11T13:00,2032-01-11T15:20,Saint Petersburg,Moscow,679,2753553,2754232
TRIP-000456,EVS360-033,2032-01-11,2032-01-11T13:30,2032-01-11T15:50,Moscow,Saint Petersburg,679,1468506,1469185
TRIP-000457,EVS360-015,2032-01-11,2032-01-11T14:00,2032-01-11T16:10,Saint Petersburg,Moscow,679,2732074,2732753
TRIP-000458,EVS360-034,2032-01-11,2032-01-11T14:00,2032-01-11T16:10,Moscow,Saint Petersburg,679,1311939,1312618
TRIP-000459,EVS360-016,2032-01-11,2032-01-11T14:30,2032-01-11T16:50,Saint Petersburg,Moscow,679,2715746,2716425
TRIP-000460,EVS360-035,2032-01-11,2032-01-11T14:30,2032-01-11T16:50,Moscow,Saint Petersburg,679,1159421,1160100
TRIP-000461,EVS360-017,2032-01-11,2032-01-11T15:00,2032-01-11T17:20,Saint Petersburg,Moscow,679,2444215,2444894
TRIP-000462,EVS360-036,2032-01-11,2032-01-11T15:00,2032-01-11T17:20,Moscow,Saint Petersburg,679,1171648,1172327
TRIP-000463,EVS360-018,2032-01-11,2032-01-11T16:00,2032-01-11T18:10,Saint Petersburg,Moscow,679,2515039,2515718
TRIP-000464,EVS360-037,2032-01-11,2032-01-11T16:00,2032-01-11T18:10,Moscow,Saint Petersburg,679,1043348,1044027
TRIP-000465,EVS360-038,2032-01-11,2032-01-11T16:30,2032-01-11T18:50,Moscow,Saint Petersburg,679,1061338,1062017
TRIP-000466,EVS360-019,2032-01-11,2032-01-11T16:30,2032-01-11T18:50,Saint Petersburg,Moscow,679,2537558,2538237
TRIP-000467,EVS360-020,2032-01-11,2032-01-11T17:00,2032-01-11T19:20,Saint Petersburg,Moscow,679,2255767,2256446
TRIP-000468,EVS360-039,2032-01-11,2032-01-11T17:30,2032-01-11T19:50,Moscow,Saint Petersburg,679,976284,976963
TRIP-000469,EVS360-021,2032-01-11,2032-01-11T17:30,2032-01-11T19:50,Saint Petersburg,Moscow,679,2379955,2380634
TRIP-000470,EVS360-001,2032-01-11,2032-01-11T18:00,2032-01-11T20:10,Moscow,Saint Petersburg,679,3552677,3553356
TRIP-000471,EVS360-022,2032-01-11,2032-01-11T18:00,2032-01-11T20:10,Saint Petersburg,Moscow,679,2258710,2259389
TRIP-000472,EVS360-002,2032-01-11,2032-01-11T18:15,2032-01-11T20:35,Moscow,Saint Petersburg,679,3568177,3568856
TRIP-000473,EVS360-023,2032-01-11,2032-01-11T18:15,2032-01-11T20:35,Saint Petersburg,Moscow,679,2233576,2234255
TRIP-000474,EVS360-024,2032-01-11,2032-01-11T18:30,2032-01-11T20:50,Saint Petersburg,Moscow,679,1989923,1990602
TRIP-000475,EVS360-003,2032-01-11,2032-01-11T18:30,2032-01-11T20:50,Moscow,Saint Petersburg,679,3385668,3386347
TRIP-000476,EVS360-025,2032-01-11,2032-01-11T19:00,2032-01-11T21:20,Saint Petersburg,Moscow,679,1839557,1840236
TRIP-000477,EVS360-004,2032-01-11,2032-01-11T19:00,2032-01-11T21:20,Moscow,Saint Petersburg,679,3264645,3265324
TRIP-000478,EVS360-026,2032-01-11,2032-01-11T19:30,2032-01-11T21:50,Saint Petersburg,Moscow,679,1983724,1984403
TRIP-000479,EVS360-005,2032-01-11,2032-01-11T19:30,2032-01-11T21:50,Moscow,Saint Petersburg,679,3123169,3123848
TRIP-000480,EVS360-027,2032-01-11,2032-01-11T20:00,2032-01-11T22:10,Saint Petersburg,Moscow,679,1904970,1905649
TRIP-000481,EVS360-006,2032-01-11,2032-01-11T20:00,2032-01-11T22:10,Moscow,Saint Petersburg,679,3481973,3482652
TRIP-000482,EVS360-007,2032-01-11,2032-01-11T20:15,2032-01-11T22:35,Moscow,Saint Petersburg,679,3304091,3304770
TRIP-000483,EVS360-008,2032-01-11,2032-01-11T20:30,2032-01-11T22:50,Moscow,Saint Petersburg,679,3377916,3378595
TRIP-000484,EVS360-028,2032-01-11,2032-01-11T20:30,2032-01-11T22:50,Saint Petersburg,Moscow,679,1725201,1725880
TRIP-000485,EVS360-009,2032-01-11,2032-01-11T21:00,2032-01-11T23:20,Moscow,Saint Petersburg,679,3105386,3106065
TRIP-000486,EVS360-029,2032-01-11,2032-01-11T21:00,2032-01-11T23:20,Saint Petersburg,Moscow,679,1563290,1563969
TRIP-000487,EVS360-010,2032-01-11,2032-01-11T21:30,2032-01-11T23:50,Moscow,Saint Petersburg,679,3226500,3227179
TRIP-000488,EVS360-030,2032-01-11,2032-01-11T21:30,2032-01-11T23:50,Saint Petersburg,Moscow,679,1518117,1518796
TRIP-000489,EVS360-011,2032-01-11,2032-01-11T22:00,2032-01-12T00:10,Moscow,Saint Petersburg,679,2907354,2908033
TRIP-000490,EVS360-031,2032-01-11,2032-01-11T22:00,2032-01-12T00:10,Saint Petersburg,Moscow,679,1553744,1554423
